idx,issue_time,comp_time,cmd_type,lba,size(KB),latency(us),queue_cnt,cpu_no,host_no,tag,nextlba,continuity
1659,3043.620041,3043.622500,READ_10,37299280,4,2459,1,002,0,21,37299288,0
1661,3043.620047,3043.624934,WRITE_10,93523400,1280,4887,3,002,0,23,93525960,0
1662,3043.620049,3043.627366,WRITE_10,93525960,1280,7317,4,002,0,24,93528520,1
1663,3043.620051,3043.629798,WRITE_10,93528520,1280,9747,5,002,0,31,93531080,1
1664,3043.620053,3043.630006,WRITE_10,93531080,108,9953,6,002,0,0,93531296,1
1666,3043.634185,3043.634345,READ_10,37309560,4,160,1,002,0,10,37309568,0
1667,3043.638413,3043.638587,READ_10,37309960,4,174,1,002,0,11,37309968,0
1668,3043.651377,3043.651479,READ_10,37310160,4,102,1,002,0,12,37310168,0
1669,3043.655372,3043.655488,READ_10,37298944,4,116,1,002,0,13,37298952,0
1670,3043.669661,3043.669761,READ_10,37299184,4,100,1,002,0,14,37299192,0
1671,3043.673903,3043.676394,WRITE_10,93531296,1280,2491,1,000,0,16,93533856,0
1672,3043.673913,3043.678836,WRITE_10,93533856,1280,4923,2,000,0,17,93536416,1
1673,3043.673919,3043.681267,WRITE_10,93536416,1280,7348,3,000,0,18,93538976,1
1674,3043.673925,3043.683659,WRITE_10,93538976,1280,9734,4,000,0,19,93541536,1
1675,3043.673930,3043.686134,WRITE_10,93541536,1280,12204,5,000,0,20,93544096,1
1676,3043.673946,3043.688566,WRITE_10,93544096,1280,14620,6,000,0,21,93546656,1
1677,3043.684135,3043.688856,READ_10,37310296,4,4721,3,002,0,15,37310304,0
1679,3043.691106,3043.693554,WRITE_10,93546656,1280,2448,1,002,0,28,93549216,0
1680,3043.691109,3043.696015,WRITE_10,93549216,1280,4906,2,002,0,29,93551776,1
1681,3043.691111,3043.698420,WRITE_10,93551776,1280,7309,3,002,0,30,93554336,1
1682,3043.691112,3043.700903,WRITE_10,93554336,1280,9791,4,002,0,0,93556896,1
1683,3043.691114,3043.703339,WRITE_10,93556896,1280,12225,5,002,0,1,93559456,1
1684,3043.691116,3043.706188,WRITE_10,93559456,1280,15072,6,002,0,2,93562016,1
1687,3043.711848,3043.714298,WRITE_10,93562016,1280,2450,2,002,0,14,93564576,1
1686,3043.711840,3043.714324,READ_10,37309200,4,2484,1,002,0,13,37309208,0
1688,3043.711854,3043.716739,WRITE_10,93564576,1280,4885,3,002,0,15,93567136,0
1689,3043.711859,3043.719177,WRITE_10,93567136,1280,7318,4,002,0,16,93569696,1
1690,3043.711864,3043.721646,WRITE_10,93569696,1280,9782,5,002,0,17,93572256,1
1691,3043.711869,3043.724079,WRITE_10,93572256,1280,12210,6,002,0,18,93574816,1
1692,3043.711874,3043.726513,WRITE_10,93574816,1280,14639,7,002,0,19,93577376,1
1693,3043.718144,3043.726516,READ_10,37310056,4,8372,5,004,0,20,37310064,0
1694,3043.726647,3043.730894,WRITE_10,93577376,1280,4247,1,000,0,22,93579936,0
1695,3043.726657,3043.734681,WRITE_10,93579936,1280,8024,2,000,0,23,93582496,1
1696,3043.726663,3043.739280,WRITE_10,93582496,1280,12617,3,000,0,31,93585056,1
1697,3043.726668,3043.743155,WRITE_10,93585056,1280,16487,4,000,0,3,93587616,1
1698,3043.726673,3043.746833,WRITE_10,93587616,1280,20160,5,000,0,4,93590176,1
1699,3043.726687,3043.750902,WRITE_10,93590176,1280,24215,6,000,0,5,93592736,1
1700,3043.730221,3043.750985,READ_10,37309080,4,20764,7,004,0,21,37309088,0
1701,3043.751011,3043.754549,WRITE_10,93592736,1280,3538,1,004,0,22,93595296,0
1702,3043.755349,3043.755627,READ_10,37298312,4,278,1,002,0,20,37298320,0
1703,3043.759651,3043.759832,READ_10,37299296,4,181,1,002,0,21,37299304,0
1704,3043.763856,3043.764052,READ_10,37310248,4,196,1,002,0,23,37310256,0
1706,3043.767512,3043.767717,WRITE_10,93595296,100,205,1,002,0,4,93595496,0
1708,3043.772879,3043.772992,READ_10,37309376,4,113,1,002,0,8,37309384,0
1709,3043.777092,3043.777193,READ_10,37310432,4,101,1,000,0,9,37310440,0
1710,3043.781082,3043.781182,READ_10,37298424,4,100,1,000,0,10,37298432,0
1711,3043.794229,3043.794331,READ_10,37308816,4,102,1,000,0,11,37308824,0
1712,3043.806714,3043.809207,WRITE_10,93595496,1280,2493,1,004,0,23,93598056,0
1713,3043.806725,3043.811648,WRITE_10,93598056,1280,4923,2,004,0,24,93600616,1
1714,3043.806730,3043.814082,WRITE_10,93600616,1280,7352,3,004,0,25,93603176,1
1715,3043.806735,3043.816515,WRITE_10,93603176,1280,9780,4,004,0,26,93605736,1
1716,3043.806740,3043.818950,WRITE_10,93605736,1280,12210,5,004,0,27,93608296,1
1718,3043.808453,3043.821387,READ_10,37308912,4,12934,7,000,0,12,37308920,0
1717,3043.806756,3043.821391,WRITE_10,93608296,1280,14635,6,004,0,28,93610856,0
1719,3043.821498,3043.823977,WRITE_10,93610856,1280,2479,1,005,0,0,93613416,1
1720,3043.821508,3043.826428,WRITE_10,93613416,1280,4920,2,005,0,1,93615976,1
1721,3043.821514,3043.829590,WRITE_10,93615976,1280,8076,3,005,0,2,93618536,1
1722,3043.821519,3043.833828,WRITE_10,93618536,1280,12309,4,005,0,3,93621096,1
1723,3043.821523,3043.837112,WRITE_10,93621096,1280,15589,5,005,0,4,93623656,1
1724,3043.821540,3043.841151,WRITE_10,93623656,1280,19611,6,005,0,5,93626216,1
1725,3043.825202,3043.841177,READ_10,37309760,4,15975,6,000,0,13,37309768,0
1728,3043.848692,3043.851141,WRITE_10,93626216,1280,2449,1,002,0,29,93628776,0
1729,3043.848696,3043.851152,READ_10,37298320,4,2456,2,002,0,30,37298328,0
1730,3043.848698,3043.854243,WRITE_10,93628776,1280,5545,3,002,0,0,93631336,0
1731,3043.848701,3043.856689,WRITE_10,93631336,1280,7988,4,002,0,1,93633896,1
1732,3043.848703,3043.859085,WRITE_10,93633896,1280,10382,5,002,0,2,93636456,1
1733,3043.848704,3043.861553,WRITE_10,93636456,1280,12849,6,002,0,3,93639016,1
1734,3043.848706,3043.864462,WRITE_10,93639016,1280,15756,7,002,0,4,93641576,1
1736,3043.871056,3043.873640,READ_10,37309736,4,2584,1,002,0,16,37309744,0
1737,3043.871073,3043.873654,WRITE_10,93641576,1280,2581,2,002,0,17,93644136,0
1738,3043.871075,3043.876072,WRITE_10,93644136,1280,4997,3,002,0,18,93646696,1
1739,3043.871077,3043.878518,WRITE_10,93646696,1280,7441,4,002,0,19,93649256,1
1740,3043.871079,3043.880950,WRITE_10,93649256,1280,9871,5,002,0,20,93651816,1
1741,3043.871081,3043.883820,WRITE_10,93651816,1280,12739,6,002,0,21,93654376,1
1742,3043.871083,3043.887764,WRITE_10,93654376,1280,16681,7,002,0,22,93656936,1
1743,3043.877414,3043.887913,READ_10,37310400,4,10499,5,000,0,14,37310408,0
1744,3043.892165,3043.892340,READ_10,37299088,4,175,1,000,0,15,37299096,0
1745,3043.896425,3043.896612,READ_10,37308944,4,187,1,006,0,23,37308952,0
1746,3043.900637,3043.900871,READ_10,37309608,4,234,1,006,0,31,37309616,0
1747,3043.904788,3043.904889,READ_10,37308744,4,101,1,006,0,0,37308752,0
1748,3043.909081,3043.909198,READ_10,37309304,4,117,1,004,0,29,37309312,0
1749,3043.923926,3043.924058,READ_10,37299008,4,132,1,006,0,1,37299016,0
1751,3043.927532,3043.929707,WRITE_10,93656936,1120,2175,1,002,0,28,93659176,0
1752,3043.938355,3043.938472,READ_10,37298552,4,117,1,004,0,31,37298560,0
1753,3043.942509,3043.942610,READ_10,37310128,4,101,1,004,0,3,37310136,0
1754,3043.945800,3043.948293,WRITE_10,93659176,1280,2493,1,000,0,16,93661736,0
1755,3043.945809,3043.950733,WRITE_10,93661736,1280,4924,2,000,0,17,93664296,1
1756,3043.945814,3043.953167,WRITE_10,93664296,1280,7353,3,000,0,18,93666856,1
1757,3043.945819,3043.955588,WRITE_10,93666856,1280,9769,4,000,0,19,93669416,1
1758,3043.945824,3043.958020,WRITE_10,93669416,1280,12196,5,000,0,20,93671976,1
1759,3043.945836,3043.960464,WRITE_10,93671976,1280,14628,6,000,0,21,93674536,1
1760,3043.956694,3043.960589,READ_10,60680,4,3895,3,005,0,7,60688,0
1761,3043.960575,3043.963034,WRITE_10,93674536,1280,2459,2,000,0,22,93677096,0
1762,3043.960601,3043.965511,WRITE_10,93677096,1280,4910,2,000,0,23,93679656,1
1763,3043.960619,3043.969752,WRITE_10,93679656,1280,9133,3,000,0,24,93682216,1
1764,3043.960635,3043.973071,WRITE_10,93682216,1280,12436,4,000,0,25,93684776,1
1765,3043.960651,3043.977197,WRITE_10,93684776,1280,16546,5,000,0,26,93687336,1
1766,3043.960712,3043.981170,READ_10,37299488,4,20458,6,005,0,9,37299496,0
1767,3043.960720,3043.981174,WRITE_10,93687336,1280,20454,7,005,0,10,93689896,0
1768,3043.981295,3043.984704,WRITE_10,93689896,1280,3409,1,000,0,27,93692456,1
1769,3043.981322,3043.988866,WRITE_10,93692456,1280,7544,2,000,0,28,93695016,1
1770,3043.981338,3043.992751,WRITE_10,93695016,1280,11413,3,000,0,29,93697576,1
1771,3043.981354,3043.996399,WRITE_10,93697576,1280,15045,4,000,0,30,93700136,1
1772,3043.981370,3044.000827,WRITE_10,93700136,1280,19457,5,000,0,4,93702696,1
1773,3043.981410,3044.004254,WRITE_10,93702696,1280,22844,6,000,0,5,93705256,1
1774,3043.985068,3044.004400,READ_10,37299520,4,19332,6,000,0,6,37299528,0
1777,3044.011570,3044.014019,WRITE_10,93705256,1280,2449,2,002,0,19,93707816,0
1776,3044.011566,3044.014029,READ_10,37299528,4,2463,1,002,0,18,37299536,0
1778,3044.011572,3044.016489,WRITE_10,93707816,1280,4917,3,002,0,20,93710376,0
1779,3044.011574,3044.018898,WRITE_10,93710376,1280,7324,4,002,0,21,93712936,1
1780,3044.011577,3044.021368,WRITE_10,93712936,1280,9791,5,002,0,22,93715496,1
1781,3044.011579,3044.023857,WRITE_10,93715496,1280,12278,6,002,0,23,93718056,1
1782,3044.011581,3044.027816,WRITE_10,93718056,1280,16235,7,002,0,31,93720616,1
1784,3044.034272,3044.036907,READ_10,37300280,4,2635,1,002,0,10,37300288,0
1785,3044.034276,3044.036909,WRITE_10,93720616,1280,2633,2,002,0,11,93723176,0
1786,3044.040986,3044.041160,READ_10,37300296,4,174,1,001,0,15,37300304,0
1787,3044.045208,3044.045325,READ_10,37300464,4,117,1,004,0,4,37300472,0
1788,3044.049274,3044.049373,READ_10,37300544,4,99,1,002,0,12,37300552,0
1789,3044.053389,3044.053488,READ_10,37300616,4,99,1,002,0,13,37300624,0
1790,3044.057527,3044.057656,READ_10,37300672,4,129,1,004,0,5,37300680,0
1791,3044.058484,3044.060660,WRITE_10,93723176,1120,2176,1,000,0,7,93725416,0
1792,3044.058494,3044.063072,WRITE_10,93725416,1280,4578,2,000,0,8,93727976,1
1793,3044.058500,3044.065505,WRITE_10,93727976,1280,7005,3,000,0,9,93730536,1
1794,3044.058505,3044.067980,WRITE_10,93730536,1280,9475,4,000,0,10,93733096,1
1795,3044.058510,3044.070413,WRITE_10,93733096,1280,11903,5,000,0,11,93735656,1
1796,3044.058525,3044.072846,WRITE_10,93735656,1280,14321,6,000,0,14,93738216,1
1797,3044.061648,3044.072858,READ_10,37300720,4,11210,6,000,0,15,37300728,0
1798,3044.072926,3044.075404,WRITE_10,93738216,1280,2478,1,000,0,16,93740776,0
1799,3044.072935,3044.077858,WRITE_10,93740776,1280,4923,2,000,0,17,93743336,1
1800,3044.072941,3044.080303,WRITE_10,93743336,1280,7362,3,000,0,18,93745896,1
1801,3044.072946,3044.084162,WRITE_10,93745896,1280,11216,4,000,0,19,93748456,1
1802,3044.072951,3044.087687,WRITE_10,93748456,1280,14736,5,000,0,20,93751016,1
1803,3044.072964,3044.091698,WRITE_10,93751016,1280,18734,6,000,0,21,93753576,1
1804,3044.076657,3044.091701,READ_10,37301112,4,15044,6,000,0,22,37301120,0
1805,3044.091805,3044.095985,WRITE_10,93753576,1280,4180,1,000,0,23,93756136,0
1806,3044.091828,3044.099768,WRITE_10,93756136,1280,7940,2,000,0,24,93758696,1
1808,3044.106573,3044.108494,WRITE_10,93758696,988,1921,1,002,0,26,93760672,1
1809,3044.106577,3044.108495,READ_10,37301232,4,1918,2,002,0,27,37301240,0
1810,3044.115201,3044.115335,READ_10,37301512,4,134,1,004,0,6,37301520,0
1811,3044.119430,3044.119546,READ_10,37301728,4,116,1,002,0,1,37301736,0
1812,3044.123623,3044.123770,READ_10,37301872,4,147,1,004,0,7,37301880,0
1813,3044.127790,3044.127919,READ_10,37310480,4,129,1,004,0,8,37310488,0
1814,3044.140256,3044.140357,READ_10,37299880,4,101,1,005,0,11,37299888,0
1815,3044.154543,3044.154643,READ_10,37310824,4,100,1,002,0,2,37310832,0
1816,3044.158735,3044.158835,READ_10,37310944,4,100,1,004,0,9,37310952,0
1817,3044.172934,3044.173049,READ_10,37300128,4,115,1,004,0,11,37300136,0
1818,3044.187383,3044.187484,READ_10,37311056,4,101,1,004,0,12,37311064,0
1819,3044.191566,3044.191665,READ_10,37300752,4,99,1,005,0,13,37300760,0
1820,3044.193599,3044.196050,WRITE_10,93760672,1280,2451,1,000,0,31,93763232,0
1821,3044.193609,3044.198488,WRITE_10,93763232,1280,4879,2,000,0,0,93765792,1
1822,3044.193614,3044.200961,WRITE_10,93765792,1280,7347,3,000,0,1,93768352,1
1823,3044.193620,3044.203353,WRITE_10,93768352,1280,9733,4,000,0,2,93770912,1
1824,3044.193625,3044.205785,WRITE_10,93770912,1280,12160,5,000,0,3,93773472,1
1825,3044.193640,3044.208220,WRITE_10,93773472,1280,14580,6,000,0,4,93776032,1
1826,3044.205670,3044.208350,READ_10,37301224,4,2680,3,005,0,14,37301232,0
1827,3044.208328,3044.210785,WRITE_10,93776032,1280,2457,2,000,0,5,93778592,0
1828,3044.208355,3044.213230,WRITE_10,93778592,1280,4875,2,000,0,6,93781152,1
1829,3044.208373,3044.216740,WRITE_10,93781152,1280,8367,3,000,0,7,93783712,1
1830,3044.208389,3044.220136,WRITE_10,93783712,1280,11747,4,000,0,8,93786272,1
1831,3044.208404,3044.224263,WRITE_10,93786272,1280,15859,5,000,0,9,93788832,1
1832,3044.208444,3044.228108,WRITE_10,93788832,1280,19664,6,000,0,10,93791392,1
1834,3044.235160,3044.237668,READ_10,37301304,4,2508,1,002,0,3,37301312,0
1835,3044.235170,3044.237672,WRITE_10,93791392,1280,2502,2,002,0,4,93793952,0
1836,3044.235176,3044.240059,WRITE_10,93793952,1280,4883,3,002,0,5,93796512,1
1837,3044.235181,3044.242496,WRITE_10,93796512,1280,7315,4,002,0,6,93799072,1
1838,3044.235186,3044.244929,WRITE_10,93799072,1280,9743,5,002,0,7,93801632,1
1839,3044.235192,3044.247457,WRITE_10,93801632,1280,12265,6,002,0,11,93804192,1
1840,3044.235197,3044.250737,WRITE_10,93804192,1280,15540,7,002,0,12,93806752,1
1842,3044.257367,3044.259872,READ_10,37301032,4,2505,1,002,0,24,37301040,0
1843,3044.257378,3044.259875,WRITE_10,93806752,1280,2497,2,002,0,25,93809312,0
1844,3044.257383,3044.262268,WRITE_10,93809312,1280,4885,3,002,0,26,93811872,1
1845,3044.257389,3044.264704,WRITE_10,93811872,1280,7315,4,002,0,27,93814432,1
1846,3044.257394,3044.267136,WRITE_10,93814432,1280,9742,5,002,0,28,93816992,1
1847,3044.257399,3044.269686,WRITE_10,93816992,1280,12287,6,002,0,29,93819552,1
1848,3044.257404,3044.273229,WRITE_10,93819552,1280,15825,7,002,0,30,93822112,1
1849,3044.263925,3044.273292,READ_10,37301368,4,9367,5,000,0,11,37301376,0
1850,3044.273344,3044.277202,WRITE_10,93822112,1280,3858,1,000,0,12,93824672,0
1851,3044.273369,3044.281121,WRITE_10,93824672,1280,7752,2,000,0,13,93827232,1
1852,3044.273386,3044.284600,WRITE_10,93827232,1280,11214,3,000,0,14,93829792,1
1853,3044.273401,3044.288501,WRITE_10,93829792,1280,15100,4,000,0,15,93832352,1
1854,3044.273417,3044.292071,WRITE_10,93832352,1280,18654,5,000,0,16,93834912,1
1855,3044.273458,3044.295766,WRITE_10,93834912,1280,22308,6,000,0,17,93837472,1
1856,3044.277160,3044.295858,READ_10,37301816,4,18698,7,000,0,18,37301824,0
1857,3044.295876,3044.299342,WRITE_10,93837472,1280,3466,1,000,0,19,93840032,0
1858,3044.295897,3044.303274,WRITE_10,93840032,1280,7377,2,000,0,20,93842592,1
1859,3044.295915,3044.307059,WRITE_10,93842592,1280,11144,3,000,0,21,93845152,1
1860,3044.295931,3044.310681,WRITE_10,93845152,1280,14750,4,000,0,22,93847712,1
1861,3044.295946,3044.314357,WRITE_10,93847712,1280,18411,5,000,0,23,93850272,1
1862,3044.295984,3044.318051,WRITE_10,93850272,1280,22067,6,000,0,31,93852832,1
1863,3044.299640,3044.318156,READ_10,37299584,4,18516,6,000,0,0,37299592,0
1866,3044.324373,3044.326826,WRITE_10,93852832,1280,2453,2,002,0,13,93855392,0
1865,3044.324361,3044.326841,READ_10,37310648,4,2480,1,002,0,12,37310656,0
1867,3044.324377,3044.329269,WRITE_10,93855392,1280,4892,3,006,0,5,93857952,0
1869,3044.324386,3044.331704,WRITE_10,93860512,1280,7318,5,006,0,6,93863072,0
1868,3044.324379,3044.334136,WRITE_10,93857952,1280,9757,4,002,0,14,93860512,0
1871,3044.339864,3044.340108,READ_10,37311104,4,244,1,002,0,27,37311112,0
1872,3044.344271,3044.344441,READ_10,37311152,4,170,1,006,0,8,37311160,0
1873,3044.348466,3044.348580,READ_10,37311296,4,114,1,006,0,9,37311304,0
1874,3044.352600,3044.352714,READ_10,37300496,4,114,1,006,0,10,37300504,0
1875,3044.356591,3044.356692,READ_10,37301480,4,101,1,006,0,11,37301488,0
1876,3044.360767,3044.360882,READ_10,37301664,4,115,1,004,0,13,37301672,0
1877,3044.364899,3044.365014,READ_10,37301848,4,115,1,004,0,14,37301856,0
1878,3044.369032,3044.369131,READ_10,37302120,4,99,1,004,0,15,37302128,0
1880,3044.395185,3044.397600,WRITE_10,93863072,1248,2415,1,002,0,0,93865568,0
1881,3044.395188,3044.397601,READ_10,37310888,4,2413,2,002,0,1,37310896,0
1882,3044.409425,3044.409543,READ_10,37300136,4,118,1,004,0,21,37300144,0
1883,3044.412993,3044.415445,WRITE_10,93865568,1280,2452,1,000,0,2,93868128,0
1884,3044.413002,3044.417884,WRITE_10,93868128,1280,4882,2,000,0,3,93870688,1
1885,3044.413007,3044.420358,WRITE_10,93870688,1280,7351,3,000,0,4,93873248,1
1886,3044.413012,3044.422793,WRITE_10,93873248,1280,9781,4,000,0,5,93875808,1
1887,3044.413017,3044.425242,WRITE_10,93875808,1280,12225,5,000,0,6,93878368,1
1888,3044.413029,3044.427658,WRITE_10,93878368,1280,14629,6,000,0,7,93880928,1
1889,3044.413475,3044.427661,READ_10,37311184,4,14186,7,004,0,22,37311192,0
1890,3044.427786,3044.430238,WRITE_10,93880928,1280,2452,1,004,0,23,93883488,0
1891,3044.427811,3044.432687,WRITE_10,93883488,1280,4876,2,004,0,31,93886048,1
1892,3044.427827,3044.435118,WRITE_10,93886048,1280,7291,3,004,0,0,93888608,1
1893,3044.427845,3044.438546,WRITE_10,93888608,1280,10701,4,004,0,1,93891168,1
1894,3044.427851,3044.441907,WRITE_10,93891168,1280,14056,5,004,0,2,93893728,1
1895,3044.427865,3044.445732,WRITE_10,93893728,1280,17867,6,004,0,3,93896288,1
1896,3044.431538,3044.445736,READ_10,37300368,4,14198,6,004,0,4,37300376,0
1897,3044.445853,3044.449499,WRITE_10,93896288,1280,3646,1,004,0,5,93898848,0
1898,3044.445878,3044.453372,WRITE_10,93898848,1280,7494,2,004,0,6,93901408,1
1899,3044.445894,3044.457151,WRITE_10,93901408,1280,11257,3,004,0,7,93903968,1
1900,3044.445910,3044.460575,WRITE_10,93903968,1280,14665,4,004,0,12,93906528,1
1901,3044.445925,3044.464330,WRITE_10,93906528,1280,18405,5,004,0,13,93909088,1
1902,3044.445963,3044.468161,WRITE_10,93909088,1280,22198,6,004,0,14,93911648,1
1903,3044.449678,3044.468164,READ_10,37301136,4,18486,6,004,0,15,37301144,0
1905,3044.474619,3044.477113,READ_10,37300816,4,2494,1,002,0,23,37300824,0
1906,3044.474623,3044.477117,WRITE_10,93911648,1280,2494,2,002,0,24,93914208,0
1907,3044.474625,3044.479515,WRITE_10,93914208,1280,4890,3,002,0,25,93916768,1
1908,3044.474627,3044.481951,WRITE_10,93916768,1280,7324,4,002,0,26,93919328,1
1909,3044.474629,3044.484423,WRITE_10,93919328,1280,9794,5,002,0,27,93921888,1
1910,3044.474631,3044.486907,WRITE_10,93921888,1280,12276,6,002,0,28,93924448,1
1911,3044.474633,3044.490520,WRITE_10,93924448,1280,15887,7,002,0,29,93927008,1
1914,3044.496204,3044.498871,WRITE_10,93927008,1280,2667,2,002,0,10,93929568,1
1913,3044.496200,3044.498882,READ_10,37301736,4,2682,1,002,0,9,37301744,0
1915,3044.496206,3044.501342,WRITE_10,93929568,1280,5136,3,002,0,11,93932128,0
1916,3044.496208,3044.503811,WRITE_10,93932128,1280,7603,4,002,0,12,93934688,1
1917,3044.496210,3044.506229,WRITE_10,93934688,1280,10019,5,002,0,13,93937248,1
1918,3044.496212,3044.508696,WRITE_10,93937248,1280,12484,6,002,0,14,93939808,1
1919,3044.496214,3044.512564,WRITE_10,93939808,1280,16350,7,002,0,15,93942368,1
1920,3044.502601,3044.512582,READ_10,37300680,4,9981,5,004,0,16,37300688,0
1921,3044.512688,3044.516326,WRITE_10,93942368,1280,3638,1,004,0,17,93944928,0
1922,3044.512714,3044.519732,WRITE_10,93944928,1280,7018,2,004,0,18,93947488,1
1923,3044.512731,3044.523610,WRITE_10,93947488,1280,10879,3,004,0,19,93950048,1
1924,3044.512746,3044.526757,WRITE_10,93950048,1280,14011,4,004,0,20,93952608,1
1925,3044.512759,3044.530396,WRITE_10,93952608,1280,17637,5,004,0,21,93955168,1
1926,3044.516880,3044.530510,READ_10,37300184,4,13630,5,005,0,22,37300192,0
1927,3044.534583,3044.534880,READ_10,37300552,4,297,1,005,0,23,37300560,0
1928,3044.538278,3044.539524,WRITE_10,93955168,632,1246,1,004,0,22,93956432,0
1929,3044.538288,3044.541933,WRITE_10,93956432,1280,3645,2,004,0,23,93958992,1
1930,3044.538294,3044.544366,WRITE_10,93958992,1280,6072,3,004,0,31,93961552,1
1931,3044.538301,3044.546801,WRITE_10,93961552,1280,8500,4,004,0,0,93964112,1
1932,3044.538306,3044.549264,WRITE_10,93964112,1280,10958,5,004,0,1,93966672,1
1933,3044.538320,3044.551697,WRITE_10,93966672,1280,13377,6,004,0,2,93969232,1
1934,3044.538889,3044.551698,READ_10,37310856,4,12809,7,006,0,12,37310864,0
1937,3044.555844,3044.558483,WRITE_10,93969232,1280,2639,2,002,0,23,93971792,0
1936,3044.555841,3044.558498,READ_10,37300416,4,2657,1,002,0,22,37300424,0
1938,3044.555847,3044.560921,WRITE_10,93971792,1280,5074,3,002,0,30,93974352,0
1939,3044.555849,3044.563384,WRITE_10,93974352,1280,7535,4,002,0,4,93976912,1
1940,3044.555851,3044.565838,WRITE_10,93976912,1280,9987,5,002,0,5,93979472,1
1941,3044.555853,3044.569231,WRITE_10,93979472,1280,13378,6,002,0,6,93982032,1
1942,3044.555855,3044.573074,WRITE_10,93982032,1280,17219,7,002,0,7,93984592,1
1944,3044.579838,3044.581673,READ_10,37300352,4,1835,1,002,0,19,37300360,0
1945,3044.579843,3044.581675,WRITE_10,93984592,940,1832,2,002,0,20,93986472,0
1946,3044.579848,3044.582985,WRITE_10,93986472,700,3137,3,002,0,21,93987872,1
1947,3044.586215,3044.586392,READ_10,37301192,4,177,1,000,0,8,37301200,0
1948,3044.590431,3044.590533,READ_10,37302248,4,102,1,000,0,9,37302256,0
1949,3044.594557,3044.594660,READ_10,37300704,4,103,1,000,0,10,37300712,0
1950,3044.598712,3044.598813,READ_10,37301104,4,101,1,001,0,16,37301112,0
1951,3044.602728,3044.602828,READ_10,37300760,4,100,1,001,0,17,37300768,0
